tweets,sentiments,clean_tweet_wordlist,clean_tweet_sentence
"hi bam ! @barsandmelody 
can you follow my bestfriend @969horan696 ? 
she loves you a lot :) 
see you in warsaw &lt;3 
love you &lt;3 x42",1.0,"['hi', 'bam', 'follow', 'bestfriend', 'love', 'lot', ':)', 'see', 'warsaw', '<3', 'love', '<3', 'x42']",hi bam follow bestfriend love lot :) see warsaw <3 love <3 x42
@jaimeemelanie_ lmaoo! the best songs ever &lt;3 we shall have our own little throwback this week (y) :p,1.0,"['lmaoo', 'best', 'song', 'ever', '<3', 'shall', 'littl', 'throwback', 'week', ':p']",lmaoo best song ever <3 shall littl throwback week :p
"@clazziebritchas then go to the outlying islands, such as cheung chau, mui wo....totally different :))",1.0,"['go', 'outli', 'island', 'cheung', 'chau', 'mui', 'wo', '...', 'total', 'differ', ':)']",go outli island cheung chau mui wo ... total differ :)
#kfckitchentours kitchen is so clean. i'm totally amazed :) @kfc_india,1.0,"['kfckitchentour', 'kitchen', 'clean', ""i'm"", 'total', 'amaz', ':)']",kfckitchentour kitchen clean i'm total amaz :)
@cybelxxx  follow @jnlazts &amp; http://t.co/rcvcyyo0iq follow u back :),1.0,['follow'],follow
"@jana7380 on the cusp of testing the waters, hope yours is rewarding :)",1.0,"['cusp', 'test', 'water', 'hope', 'reward', ':)']",cusp test water hope reward :)
#followfriday @broadcastbeat @insunwetrust @conseilsmkg for being top influencers in my community this week :),1.0,"['followfriday', 'top', 'influenc', 'commun', 'week', ':)']",followfriday top influenc commun week :)
"arummzz: let's go... i'll drive for you :p

#traveling #traveler #yogyakarta #jeep #indonesia #instamood… https://t.co/s7y4ys5jeu",1.0,"['arummzz', ""let'"", 'go', '...', ""i'll"", 'drive', ':p', 'travel', 'travel', 'yogyakarta', 'jeep', 'indonesia', 'instamood', '…']",arummzz let' go ... i'll drive :p travel travel yogyakarta jeep indonesia instamood …
anyone wanna skype me? :d,1.0,"['anyon', 'wanna', 'skype', ':d']",anyon wanna skype :d
"@agylyxa may i look so, bit i am a real nice friendly girl :-)",1.0,"['may', 'look', 'bit', 'real', 'nice', 'friendli', 'girl', ':-)']",may look bit real nice friendli girl :-)
im not like them. but i can pretend~ :),1.0,"['im', 'like', 'pretend', ':)']",im like pretend :)
watching where we are concert film :),1.0,"['watch', 'concert', 'film', ':)']",watch concert film :)
"congratulations @amisharanka95, you're the winner to our #cheesydelights contest :)
please dm us your address and contact number!",1.0,"['congratul', 'winner', 'cheesydelight', 'contest', ':)', 'pleas', 'dm', 'us', 'address', 'contact', 'number']",congratul winner cheesydelight contest :) pleas dm us address contact number
:) have a great weekend guys! https://t.co/dldklpetab,1.0,"[':)', 'great', 'weekend', 'guy']",:) great weekend guy
#followfriday @clararojasg @bf_p2c @mybusiness_plan for being top new followers in my community this week :),1.0,"['followfriday', 'top', 'new', 'follow', 'commun', 'week', ':)']",followfriday top new follow commun week :)
@puamagasiva it was cool seeing you film today! :),1.0,"['cool', 'see', 'film', 'today', ':)']",cool see film today :)
check out email marketing 24/7:  http://t.co/o5fjr7oeqk you won't regret if you buy it :),1.0,"['check', 'email', 'market', '24/7']",check email market 24/7
"@vineshpomal lol. come join us ... see u in around 14 hours if u leave now, without delays. :)",1.0,"['lol', 'come', 'join', 'us', '...', 'see', 'u', 'around', '14', 'hour', 'u', 'leav', 'without', 'delay', ':)']",lol come join us ... see u around 14 hour u leav without delay :)
"actually very easy doing like this, it must be a station i guess where the train 'wd take at least an hour for shifting its engine etc :-)",1.0,"['actual', 'easi', 'like', 'must', 'station', 'guess', 'train', 'wd', 'take', 'least', 'hour', 'shift', 'engin', 'etc', ':-)']",actual easi like must station guess train wd take least hour shift engin etc :-)
sunburn is peeling :-),1.0,"['sunburn', 'peel', ':-)']",sunburn peel :-)
@sexdate_gratis visit my blog http://t.co/uzoaqrowkx thanks :d,1.0,"['visit', 'blog']",visit blog
@tikosd hi! would you like an @impastel concert? let me know your city and country and i'll start working on it! thanks :),1.0,"['hi', 'would', 'like', 'concert', 'let', 'know', 'citi', 'countri', ""i'll"", 'start', 'work', 'thank', ':)']",hi would like concert let know citi countri i'll start work thank :)
@no1_razorstan then talk to me. i can help you :),1.0,"['talk', 'help', ':)']",talk help :)
"""@cassthetrainer: a huge &amp; warm welcome to @vodkablond :-))""

☆ finally we complete the triangle ! ☆",1.0,"['huge', 'warm', 'welcom', ':-)', '☆', 'final', 'complet', 'triangl', '☆']",huge warm welcom :-) ☆ final complet triangl ☆
@luciennediver i live in northern ireland. :) what sights have you seen?,1.0,"['live', 'northern', 'ireland', ':)', 'sight', 'seen']",live northern ireland :) sight seen
@mecastor01mica  follow @jnlazts &amp; http://t.co/rcvcyyo0iq follow u back :),1.0,['follow'],follow
#followfriday @z_intl_agency @tivipro @compexly for being top supports in my community this week :),1.0,"['followfriday', 'top', 'support', 'commun', 'week', ':)']",followfriday top support commun week :)
stats for the day have arrived. 1 new follower and no unfollowers :) via http://t.co/6prugvmouc.,1.0,"['stat', 'day', 'arriv', '1', 'new', 'follow', 'unfollow', ':)', 'via']",stat day arriv 1 new follow unfollow :) via
"@imraina feeling smthng smthng fr u...lol...wanna hug u....xoxo...love uu jaann take care :* :)) &lt;3 :"")",1.0,"['feel', 'smthng', 'smthng', 'fr', 'u', '...', 'lol', '...', 'wanna', 'hug', 'u', '...', 'xoxo', '...', 'love', 'uu', 'jaann', 'take', 'care', ':)', '<3']",feel smthng smthng fr u ... lol ... wanna hug u ... xoxo ... love uu jaann take care :) <3
thanks mom :),1.0,"['thank', 'mom', ':)']",thank mom :)
thanks #topnewfollowers @bestofficpad @mrcfluegel @jeanmarcpn happy to connect :),1.0,"['thank', 'topnewfollow', 'happi', 'connect', ':)']",thank topnewfollow happi connect :)
"@mooseallain @meatbingo that is the just most wonderful thing, it's made me feel all fluffy inside. great pirouette, moose :d",1.0,"['wonder', 'thing', 'made', 'feel', 'fluffi', 'insid', 'great', 'pirouett', 'moos', ':d']",wonder thing made feel fluffi insid great pirouett moos :d
@kristophcajon i have a trip to philly in december so after that :) i'd love to come out there dude.,1.0,"['trip', 'philli', 'decemb', ':)', ""i'd"", 'love', 'come', 'dude']",trip philli decemb :) i'd love come dude
"hi bam ! @barsandmelody 
can you follow my bestfriend @969horan696 ? 
she loves you a lot :) 
see you in warsaw &lt;3 
love you &lt;3 x41",1.0,"['hi', 'bam', 'follow', 'bestfriend', 'love', 'lot', ':)', 'see', 'warsaw', '<3', 'love', '<3', 'x41']",hi bam follow bestfriend love lot :) see warsaw <3 love <3 x41
the question is flawed. pain doesn't negate strength :)  https://t.co/77tbks2djw,1.0,"['question', 'flaw', 'pain', 'negat', 'strength', ':)']",question flaw pain negat strength :)
@reflectknives you went solo because these moves weren't being made :d,1.0,"['went', 'solo', 'move', 'made', ':d']",went solo move made :d
hey my fav nirvana song is smells like teen spirit rip amy winehouse :-))))),1.0,"['hey', 'fav', 'nirvana', 'song', 'smell', 'like', 'teen', 'spirit', 'rip', 'ami', 'winehous', ':-)']",hey fav nirvana song smell like teen spirit rip ami winehous :-)
#followfriday @ccidelyon @cci_95 @cpneri_esigroup for being top engaged members in my community this week :),1.0,"['followfriday', 'top', 'engag', 'member', 'commun', 'week', ':)']",followfriday top engag member commun week :)
"let's go... i'll drive for you :p

#traveling #traveler #yogyakarta #jeep #indonesia #instamood… https://t.co/s7y4ys5jeu",1.0,"[""let'"", 'go', '...', ""i'll"", 'drive', ':p', 'travel', 'travel', 'yogyakarta', 'jeep', 'indonesia', 'instamood', '…']",let' go ... i'll drive :p travel travel yogyakarta jeep indonesia instamood …
did we name the couple yet?? #tomhiddleston #elizabetholsen ?? #yaytheylookgreat :)),1.0,"['name', 'coupl', 'yet', 'tomhiddleston', 'elizabetholsen', 'yaytheylookgreat', ':)']",name coupl yet tomhiddleston elizabetholsen yaytheylookgreat :)
i love you all goodnight. vid going up when i wake up you all with love this one :),1.0,"['love', 'goodnight', 'vid', 'go', 'wake', 'love', 'one', ':)']",love goodnight vid go wake love one :)
this weekend i am gonna shoot the lovely @narakubrock again &lt;3! here a picture i made of her last time :d http://t.co/s3e2dmpt24,1.0,"['weekend', 'gonna', 'shoot', 'love', '<3', 'pictur', 'made', 'last', 'time', ':d']",weekend gonna shoot love <3 pictur made last time :d
anyway :-),1.0,"['anyway', ':-)']",anyway :-)
itty bitty teenie bikini  :) http://t.co/a2oxw0zi3g http://t.co/jn7ksfhwrc,1.0,"['itti', 'bitti', 'teeni', 'bikini', ':)']",itti bitti teeni bikini :)
i just joined the #hushedpinwithsammy event :d might get to text with @sammywilk for a day! luv u @hushedapp http://t.co/czdow1i44w,1.0,"['join', 'hushedpinwithsammi', 'event', ':d', 'might', 'get', 'text', 'day', 'luv', 'u']",join hushedpinwithsammi event :d might get text day luv u
"always so much fun when 4th hour gets together. :) 

ending the night with ice cream and xfiles. 

content.",1.0,"['alway', 'much', 'fun', '4th', 'hour', 'get', 'togeth', ':)', 'end', 'night', 'ice', 'cream', 'xfile', 'content']",alway much fun 4th hour get togeth :) end night ice cream xfile content
@aangelayap easy :d,1.0,"['easi', ':d']",easi :d
"@nttownend yes, be surprised if we don't see a bit of rain today... :)",1.0,"['ye', 'surpris', 'see', 'bit', 'rain', 'today', '...', ':)']",ye surpris see bit rain today ... :)
@reyesfraulein  follow @jnlazts &amp; http://t.co/rcvcyyo0iq follow u back :),1.0,['follow'],follow
to all @fatpunkstudio have a fabulous friday and keep up the fantastic work!! :)),1.0,"['fabul', 'friday', 'keep', 'fantast', 'work', ':)']",fabul friday keep fantast work :)
@justinbieber can you please follow me @caitecat1209 ♡♡♡♡ please jb follow me i love you always and forever. i'm a belieber ♡♡♡♡ :) i love u,1.0,"['pleas', 'follow', '♡', '♡', '♡', 'pleas', 'jb', 'follow', 'love', 'alway', 'forev', ""i'm"", 'belieb', '♡', '♡', '♡', ':)', 'love', 'u']",pleas follow ♡ ♡ ♡ pleas jb follow love alway forev i'm belieb ♡ ♡ ♡ :) love u
#followfriday @diplomix @cci_entreprises @cci_92 for being top influencers in my community this week :),1.0,"['followfriday', 'top', 'influenc', 'commun', 'week', ':)']",followfriday top influenc commun week :)
morning all! :),1.0,"['morn', ':)']",morn :)
@franchiseedsuk good to hear :),1.0,"['good', 'hear', ':)']",good hear :)
@lusciouslyndee1 nighty night! don't let the bed bugs bite :d,1.0,"['nighti', 'night', 'let', 'bed', 'bug', 'bite', ':d']",nighti night let bed bug bite :d
@bonsplansblog very beautiful this bracelet! good idea :),1.0,"['beauti', 'bracelet', 'good', 'idea', ':)']",beauti bracelet good idea :)
@guywilliamsguy waiting for you at the foundry. where you at?? :),1.0,"['wait', 'foundri', ':)']",wait foundri :)
@kalinwhite i like that game :),1.0,"['like', 'game', ':)']",like game :)
@suzannepanter @kevinbacon @katosman ah! now it makes sense... didn't see the pic on my effing phone last night. woot :) x,1.0,"['ah', 'make', 'sens', '...', 'see', 'pic', 'ef', 'phone', 'last', 'night', 'woot', ':)', 'x']",ah make sens ... see pic ef phone last night woot :) x
"@derek_gta hi derek, you could try using parkshare in gloucestershire http://t.co/qif9ayalkc :)",1.0,"['hi', 'derek', 'could', 'tri', 'use', 'parkshar', 'gloucestershir']",hi derek could tri use parkshar gloucestershir
"aaaahhh man, this track is a traffic stress reliever. :)",1.0,"['aaahhh', 'man', 'track', 'traffic', 'stress', 'reliev', ':)']",aaahhh man track traffic stress reliev :)
#followfriday @elevents2 @joussotfrench_j @nyibf for being top new followers in my community this week :),1.0,"['followfriday', 'top', 'new', 'follow', 'commun', 'week', ':)']",followfriday top new follow commun week :)
@el1new how're you today my dear? :),1.0,"[""how'r"", 'today', 'dear', ':)']",how'r today dear :)
@jesutomisin i hear you guys want arbeloa. :d,1.0,"['hear', 'guy', 'want', 'arbeloa', ':d']",hear guy want arbeloa :d
@shawnmendes turning 17 in 15 days...omg. at least we have only 3 years difference :),1.0,"['turn', '17', '15', 'day', '...', 'omg', 'least', '3', 'year', 'differ', ':)']",turn 17 15 day ... omg least 3 year differ :)
"@matteomeacci well, they say europe is on the rise again, but i find that hard to believe :)",1.0,"['well', 'say', 'europ', 'rise', 'find', 'hard', 'believ', ':)']",well say europ rise find hard believ :)
@wforwoman #wsalelove uncountable coz we love unlimited :),1.0,"['wsalelov', 'uncount', 'coz', 'love', 'unlimit', ':)']",wsalelov uncount coz love unlimit :)
"yes, of course :) #teampositive https://t.co/saix1vpfjf",1.0,"['ye', 'cours', ':)', 'teamposit']",ye cours :) teamposit
yes i love :-) #aldub,1.0,"['ye', 'love', ':-)', 'aldub']",ye love :-) aldub
@coffeebreak22 @laurenarren @drparkave @jwkanyuira1969 @dheracing @rhoachri @barbarabathurst @1cryingeye @willisteam :) ☕☕☕ thank you rita!,1.0,"[':)', '☕', '☕', '☕', 'thank', 'rita']",:) ☕ ☕ ☕ thank rita
"@mikerobb hi there, could you please dm us further info and we'd be happy to help! :)",1.0,"['hi', 'could', 'pleas', 'dm', 'us', 'info', ""we'd"", 'happi', 'help', ':)']",hi could pleas dm us info we'd happi help :)
@24gooch on way my boy! :),1.0,"['way', 'boy', ':)']",way boy :)
@graphure i hope you will get a lot of nice gifts :d,1.0,"['hope', 'get', 'lot', 'nice', 'gift', ':d']",hope get lot nice gift :d
"hi bam ! @barsandmelody 
can you follow my bestfriend @969horan696 ? 
she loves you a lot :) 
see you in warsaw &lt;3 
love you &lt;3 x40",1.0,"['hi', 'bam', 'follow', 'bestfriend', 'love', 'lot', ':)', 'see', 'warsaw', '<3', 'love', '<3', 'x40']",hi bam follow bestfriend love lot :) see warsaw <3 love <3 x40
#followfriday @acbm_secem @dcarsoncpa_nyc @promosalonsinfo for being top supports in my community this week :),1.0,"['followfriday', 'top', 'support', 'commun', 'week', ':)']",followfriday top support commun week :)
so true!!  :)  https://t.co/n2orwrowhd,1.0,"['true', ':)']",true :)
i added a video to a @youtube playlist http://t.co/09gusumrnb im back on twitch and today it going to be league :) - 1 / 3,1.0,"['ad', 'video', 'playlist']",ad video playlist
@zarlashtfaisal @tabinda_samar sethi was high ??? :),1.0,"['sethi', 'high', ':)']",sethi high :)
@iam_lennox exe skeem saam :),1.0,"['exe', 'skeem', 'saam', ':)']",exe skeem saam :)
these are the people who make me smile. :) @_pumpchkin_ @aka_pump @lilfrenchmsp @_lishielou908_ http://t.co/iddtacka4k,1.0,"['peopl', 'make', 'smile', ':)']",peopl make smile :)
@coschedule thanks for the invite. :),1.0,"['thank', 'invit', ':)']",thank invit :)
"@syedihusain polite izzat :) 
wese does she trust him? khawateen k sath selfies say to mana kar deya :)",1.0,"['polit', 'izzat', ':)', 'wese', 'trust', 'khawateen', 'k', 'sath', 'selfi', 'say', 'mana', 'kar', 'deya', ':)']",polit izzat :) wese trust khawateen k sath selfi say mana kar deya :)
thank you @movietubepw that's my friday evening sorted :-),1.0,"['thank', ""that'"", 'friday', 'even', 'sort', ':-)']",thank that' friday even sort :-)
@nova_caneeee you smart :))),1.0,"['smart', ':)']",smart :)
@vaalthepal :-) nice hair tbh,1.0,"[':-)', 'nice', 'hair', 'tbh']",:-) nice hair tbh
5 years :) https://t.co/hjehdmxuu9,1.0,"['5', 'year', ':)']",5 year :)
jacob will there be a m&amp;g upgrade??:-),1.0,"['jacob', 'g', 'upgrad', ':-)']",jacob g upgrad :-)
@heydonworks nice tee man :),1.0,"['nice', 'tee', 'man', ':)']",nice tee man :)
happy family vacation .. :d [pic] — https://t.co/hl0fw8msf1,1.0,"['happi', 'famili', 'vacat', '..', ':d', 'pic', '—']",happi famili vacat .. :d pic —
some sleep would be nice :-),1.0,"['sleep', 'would', 'nice', ':-)']",sleep would nice :-)
"if you're reading this, you're beautiful. 
like this if you just read this :)",1.0,"['read', 'beauti', 'like', 'read', ':)']",read beauti like read :)
talking to one person .... having two conversations :)))))))),1.0,"['talk', 'one', 'person', '...', 'two', 'convers', ':)']",talk one person ... two convers :)
skype was fun :-),1.0,"['skype', 'fun', ':-)']",skype fun :-)
